Date,Julian,Station,Standard,ZipCodes,Scope,DayAirTmpAvg.Value,DayAirTmpMax.Value,DayAirTmpMin.Value,DayDewPnt.Value,DayEto.Value,DayPrecip.Value,DayRelHumAvg.Value,DayRelHumMax.Value,DayRelHumMin.Value,DaySoilTmpAvg.Value,DaySolRadAvg.Value,DayVapPresAvg.Value,DayWindRun.Value,DayWindSpdAvg.Value
2011-01-01,1,195,metric,"95603, 95604",daily,3.7,6.4,0.8,2.5,0.07,11.8,92,95,72,7,23,0.7,82,0.9
2011-01-02,2,195,metric,"95603, 95604",daily,5.6,8.9,1.6,4.8,0.11,12.3,94,98,86,7.9,24,0.9,78.8,0.9
2011-01-03,3,195,metric,"95603, 95604",daily,4.4,9.1,0.9,3,0.48,0.1,91,99,75,8.2,59,0.8,60.7,0.7
2011-01-04,4,195,metric,"95603, 95604",daily,5,11.5,1.6,1.4,1.19,0,77,95,52,8.2,118,0.7,127.9,1.5
2011-01-05,5,195,metric,"95603, 95604",daily,5.3,12,1.2,1,1.22,0,74,93,50,7.9,119,0.7,110.8,1.3
2011-01-06,6,195,metric,"95603, 95604",daily,2.6,7.8,-1.7,1,1.02,0,89,98,71,8.4,101,0.7,76.1,0.9
2011-01-07,7,195,metric,"95603, 95604",daily,-2,1.6,-5.1,-2.2,0.33,0,99,100,94,7.4,56,0.5,69.2,0.8
2011-01-08,8,195,metric,"95603, 95604",daily,-3.6,-2.6,-4.9,-3.7,0.02,0.1,99,100,98,6.8,20,0.5,65.1,0.8
2011-01-09,9,195,metric,"95603, 95604",daily,-2.4,1.7,-3.9,-3.2,0.12,0.1,94,99,77,6.2,29,0.5,65.3,0.8
2011-01-10,10,195,metric,"95603, 95604",daily,-0.4,6.4,-5.3,-2.8,0.84,0.1,84,96,62,5,100,0.5,76.6,0.9
2011-01-11,11,195,metric,"95603, 95604",daily,4.6,8.9,1.8,0.7,0.33,0.6,76,95,56,5.8,37,0.6,76.7,0.9
2011-01-12,12,195,metric,"95603, 95604",daily,6.1,12.8,1.6,4,1.13,0,86,96,65,7.7,105,0.8,83,1
2011-01-13,13,195,metric,"95603, 95604",daily,5.9,10.1,0.4,4.7,0.08,6.9,92,100,75,8.3,21,0.9,88.7,1
2011-01-14,14,195,metric,"95603, 95604",daily,3.5,13.9,-3.4,2.9,1.13,0.1,96,100,71,9.6,114,0.8,78.2,0.9
2011-01-15,15,195,metric,"95603, 95604",daily,3.9,13.7,-2.6,3.2,1.25,0,95,100,72,9.7,116,0.8,71.7,0.8
2011-01-16,16,195,metric,"95603, 95604",daily,-2.6,-0.8,-5,-2.6,0.12,0.2,100,100,100,9.9,34,0.5,60.2,0.7
2011-01-17,17,195,metric,"95603, 95604",daily,-6.6,-4.9,-17.2,-6.6,0.25,0.2,100,100,100,9.6,48,0.4,63.3,0.7
2011-01-18,18,195,metric,"95603, 95604",daily,-2.4,11.1,-9.1,-2.5,0.86,0.1,99,100,68,9.7,97,0.5,81,0.9
2011-01-19,19,195,metric,"95603, 95604",daily,10.8,22.6,0,4.7,0.71,0,66,99,58,9.4,40,0.9,102.8,1.2
2011-01-20,20,195,metric,"95603, 95604",daily,8.5,18.5,2.6,4.4,1.58,0,75,92,55,8.8,130,0.8,91.6,1.1
2011-01-21,21,195,metric,"95603, 95604",daily,11.3,19.6,6,4.8,1.78,0,64,84,40,9.4,131,0.9,105.8,1.2
2011-01-22,22,195,metric,"95603, 95604",daily,11.9,22,3.1,5.9,1.8,0,67,92,36,10,131,0.9,102.7,1.2
2011-01-23,23,195,metric,"95603, 95604",daily,9.3,18.9,2.4,3.8,1.31,0,68,88,43,9.3,100,0.8,87.2,1
2011-01-24,24,195,metric,"95603, 95604",daily,10.7,18.4,4.6,4,1.7,0,63,89,37,9.4,125,0.8,90.8,1.1
2011-01-25,25,195,metric,"95603, 95604",daily,9.8,18.8,3.1,5.8,1.72,0,76,92,55,9.8,137,0.9,87.1,1
2011-01-26,26,195,metric,"95603, 95604",daily,9.3,18.1,2.8,5.5,1.56,0,77,96,50,9.8,120,0.9,88.5,1
2011-01-27,27,195,metric,"95603, 95604",daily,11.2,18.6,2.4,4.1,1.99,0,61,91,40,9.9,141,0.8,114.6,1.3
